id,age,income,insurance,invested,em1,em2,em3,converted
8481,40.4,1710.12,8241.45,6571.12,0,0,1,0
13860,38.4,7914.75,26289.89,19442.04,0,0,1,1
4916,41.1,12295.49,693.98,14741.7,0,1,1,0
6424,48.7,9934.18,3022.28,12298.92,0,0,1,1
5380,36.7,2209.24,17511.24,4087.02,0,0,1,0
7009,43.5,2448.62,33451.64,7516.62,0,0,1,0
6826,42.2,9971.85,136004.69,19301.91,1,0,1,0
4728,36.6,1038.15,38769.01,2966.64,1,0,1,1
2700,43.1,1571.78,35102.79,2073.76,0,0,1,0
11869,42.0,11592.62,19308.85,35038.92,0,0,1,0
1762,36.8,3557.22,63542.27,4958.69,1,0,1,0
13276,42.8,10743.92,12922.56,44230.48,1,0,0,0
160,42.0,654.85,11086.62,1745.15,1,0,1,0
11045,45.8,24815.22,88887.27,24267.38,0,0,1,0
915,35.9,4303.01,39060.9,6553.67,1,1,1,0
1480,41.8,729.46,36148.3,2718.01,0,1,1,1
10688,46.4,21260.32,7632.45,55823.19,1,1,1,1
8514,45.4,1134.17,68829.45,1265.63,1,1,1,0
5401,37.0,4498.16,13715.56,4629.89,1,0,1,0
4208,43.4,1422.11,24199.46,3108.07,0,0,1,0
4083,43.8,1896.08,15120.57,3923.36,0,0,0,0
4607,37.9,4329.12,36254.97,10270.16,0,0,1,0
2500,46.1,2137.94,2197.69,2787.0,0,0,0,0
14100,35.2,17141.34,10029.38,41784.13,1,0,1,1
5195,51.0,3898.13,3227.22,15367.5,0,0,1,0
5823,39.1,6734.55,80295.97,5456.74,1,0,1,0
10468,43.6,7957.14,373.91,8371.51,1,0,0,0
12824,49.1,9915.73,20396.49,24159.39,0,0,1,1
7193,39.8,1922.38,62588.27,4283.64,1,0,1,0
3293,50.0,16029.59,25443.64,20644.07,0,0,1,0
1839,46.7,1306.74,2228.16,2398.87,1,0,0,0
10991,47.9,1467.64,278.42,4185.47,0,0,1,1
627,42.5,707.76,16801.5,890.33,1,0,1,0
10590,43.9,3367.58,22046.13,10418.04,1,0,0,1
13927,42.9,14204.98,3239.92,12153.33,1,0,1,0
678,45.1,1714.02,2491.5,2865.16,0,0,1,0
6947,37.2,969.43,598.89,3763.27,1,0,1,0
617,47.7,3269.39,880.16,7614.93,1,0,1,0
8686,41.6,12267.57,8750.24,16100.82,0,0,1,0
1123,41.4,4055.78,12718.82,9099.58,0,0,1,0
12559,43.1,5240.98,36326.09,16831.0,0,0,1,1
14052,40.7,804.76,225481.04,2802.08,0,0,1,0
101,36.7,1196.08,9187.87,2582.63,0,0,1,0
14798,36.9,2954.13,46743.97,3459.79,0,0,1,0
1256,40.2,2246.27,31559.77,3098.47,1,0,1,1
8143,38.4,2533.88,22297.87,7322.06,0,1,1,0
11931,44.3,7764.46,30700.4,14523.15,1,0,0,0
13497,44.7,3778.38,19716.46,7878.37,0,0,0,0
2097,42.0,3009.16,8044.88,9632.44,0,0,1,0
607,44.4,10141.65,41558.0,25212.03,0,0,1,0
7443,41.5,3872.23,33369.33,11958.85,1,0,1,1
10376,41.1,8892.25,62685.27,11023.63,0,1,1,0
11197,47.7,1157.16,9664.81,4529.82,1,0,1,0
235,41.0,3244.41,221767.08,10089.08,0,0,1,0
8796,43.6,557.85,6657.17,985.51,1,0,1,0
10423,44.0,1403.13,38981.51,3688.15,1,0,1,0
6678,50.8,19469.99,84456.94,33876.71,1,0,1,0
9779,46.5,13692.02,11.77,53693.26,0,0,1,1
6231,38.0,6288.9,6712.78,3925.57,0,0,1,1
5718,46.0,2110.21,30735.91,6316.71,1,0,0,0
14833,39.6,12642.47,17426.84,27244.17,0,0,1,0
4088,51.2,1623.56,4740.58,11196.28,0,0,1,0
330,45.8,4283.12,2569.16,13331.3,1,0,1,0
4030,44.9,12747.73,5771.97,18714.37,0,0,1,0
14659,47.4,2954.5,36657.88,4380.0,1,0,0,1
12429,41.3,2847.65,43094.83,9200.27,0,1,1,0
9205,41.4,3307.79,2407.59,6906.36,0,0,0,0
14406,41.9,2686.6,18515.96,5708.02,0,1,1,0
1371,44.2,2983.41,1406.68,4578.47,0,0,1,0
10051,36.0,8244.42,36409.23,7001.01,1,1,1,1
10825,32.9,1614.04,26251.3,456.56,0,1,1,0
4848,44.6,5794.91,202.12,5558.26,1,0,1,0
2347,37.6,874.04,85143.41,1298.59,0,0,1,0
640,49.7,24709.9,18192.31,71437.23,1,1,1,1
9505,44.5,2262.54,2814.1,4060.38,0,0,1,0
30,49.1,13709.99,32793.25,42423.37,1,0,1,0
3074,46.1,4682.23,319.1,7045.46,0,0,1,1
13462,47.0,1063.52,14341.3,6205.78,1,0,1,0
8725,41.6,627.45,30194.41,1183.94,0,0,1,1
10674,44.3,2482.25,69126.76,6829.42,0,0,1,0
8900,36.2,2891.62,21555.66,4130.71,0,0,1,0
9962,44.4,1224.97,17072.59,1129.98,1,1,1,0
2571,41.0,4930.15,6260.02,4466.11,1,1,1,0
6506,39.9,21038.77,17634.44,35396.36,1,0,1,1
1322,42.0,5645.84,62294.56,6320.48,0,1,1,0
11851,40.3,1237.36,10127.53,2673.52,0,0,1,0
7545,38.7,1933.56,47074.49,2436.98,1,0,1,0
5050,40.2,800.25,143850.69,1082.67,1,0,1,0
14674,44.0,586.8199999999999,56735.75,1318.95,1,0,1,0
10292,41.7,1457.75,12910.9,3520.74,0,1,1,0
2051,36.2,3878.39,13083.32,10249.24,1,0,1,1
12251,32.9,1010.86,37199.51,380.3,1,1,1,0
3020,42.6,3412.81,35591.84,4571.63,0,0,1,0
1650,46.1,21495.7,11532.0,40126.29,0,0,0,0
3932,40.8,4503.6,9937.78,4602.86,0,0,1,0
5031,41.6,2557.17,81838.36,6903.54,1,0,1,1
10358,38.4,8044.28,44698.65,13816.22,0,0,1,1
11786,39.8,872.12,3542.67,1850.79,1,0,1,0
960,44.0,3524.69,18527.79,7163.47,0,0,0,0
12287,37.9,5464.84,4213.78,10040.77,1,0,1,1
340,46.0,13397.98,5549.53,21730.38,0,1,1,1
9884,46.9,505.61,10321.19,747.82,1,0,1,0
1078,40.1,1362.46,17377.15,5251.9,0,0,1,0
10828,38.8,18724.44,50497.75,19334.87,0,0,1,0
263,42.0,9365.72,30677.06,14787.19,0,0,1,0
7605,38.6,1615.82,56510.48,2260.03,1,0,1,0
5302,40.8,2122.0,7736.88,2135.26,0,1,1,0
6577,42.1,1433.23,7194.09,3375.71,0,0,1,0
14477,47.6,8044.27,24065.92,18961.05,0,1,1,1
13767,46.1,4807.95,16163.85,14423.53,0,0,1,0
5323,49.5,2813.78,20006.89,4700.4,0,0,1,0
5822,44.0,8298.869999999999,15976.98,8369.05,0,0,1,0
2893,44.7,7752.61,3525.25,8480.19,0,1,0,0
5521,39.1,1738.52,76726.47,3178.35,1,0,1,0
10155,43.5,9261.62,5246.74,9380.45,0,0,1,0
9722,46.8,14136.92,792.76,18749.47,0,0,0,0
6449,44.9,1994.5,4259.86,3205.27,0,0,1,0
12012,41.1,1273.04,30562.65,2397.53,1,0,1,0
1418,39.2,4615.02,32945.48,17126.46,0,0,1,0
3792,41.6,6750.64,1521.66,9353.2,0,1,1,0
7921,47.9,10601.3,156866.23,31132.41,0,0,1,0
1553,44.8,2943.58,93361.18,5903.14,1,0,1,0
1631,34.4,2995.57,13.7,10670.51,0,0,1,0
11415,36.2,7197.14,35107.25,23631.42,1,0,1,0
4629,44.8,771.9300000000001,774.95,1765.4,1,1,0,0
1226,40.5,1390.22,7625.01,2584.99,1,0,0,1
9809,42.6,7255.66,156082.79,12442.29,0,0,1,0
2399,37.4,2840.7,10758.06,10050.78,1,0,1,0
6100,37.8,2984.38,21754.96,10951.76,0,0,1,0
3544,39.4,2871.56,38800.85,14121.47,1,0,1,1
7610,43.3,5358.22,31420.6,9793.84,0,0,1,0
11389,38.8,5442.27,77365.5,20476.7,0,0,1,0
14575,50.4,1528.64,8305.4,2129.19,0,0,1,0
7183,40.1,7107.32,20866.38,9467.39,0,0,1,0
2237,45.0,6254.15,23216.1,7689.31,0,1,1,0
5130,39.7,2609.33,123853.08,8114.87,0,0,1,0
11063,46.0,1854.08,12397.65,3908.66,1,0,1,0
12144,40.1,2450.01,2248.86,4671.01,0,0,1,0
1967,40.8,6528.01,767.66,5762.78,1,0,1,0
6541,39.3,1344.27,9540.74,1736.91,1,1,1,0
11124,45.0,555.55,10.9,1696.38,0,0,1,1
4477,46.9,5011.45,11141.71,8115.34,1,0,1,0
10465,46.1,3356.81,21899.53,8196.44,1,0,1,0
2767,31.1,2814.42,7771.06,3620.88,1,0,1,0
7671,42.5,6457.66,4621.69,20600.76,0,0,1,0
5385,40.1,1652.46,20443.87,4402.66,1,1,1,1
14515,37.4,5371.87,155921.43,3980.64,1,1,1,0
6509,42.2,4114.9400000000005,19182.87,13948.49,1,0,1,0
9850,45.6,3179.0,7897.71,5284.47,1,0,1,0
3788,36.2,2053.05,3834.36,2147.4,1,0,1,0
3211,44.9,1577.03,5042.79,2283.51,0,1,1,0
13000,44.3,2563.77,50864.25,3357.5,1,0,1,1
7748,49.7,999.51,151.13,2469.75,1,0,1,1
13084,39.3,6462.09,1012.31,6158.25,1,0,1,0
4696,39.6,3747.07,33947.13,5805.7,0,0,1,0
2606,43.3,2250.38,82190.83,6603.37,1,0,1,0
9355,47.2,5148.17,60635.8,14100.0,0,0,1,0
8364,44.6,5763.75,71143.64,8237.65,1,0,1,0
2120,39.0,15334.96,37987.21,13087.24,1,1,1,0
3464,47.1,4618.35,175123.16,14736.77,1,0,1,0
9454,41.7,3193.65,35175.74,4112.6,0,0,1,0
2129,41.9,721.9,24026.85,1148.15,1,1,1,0
2584,39.4,6505.1,36567.68,11437.27,1,1,1,0
882,43.2,16361.11,1168.69,36433.2,1,0,1,0
13558,42.3,2883.26,78207.95,4403.71,1,0,1,0
2667,39.4,3121.91,23475.4,3515.2,0,1,1,0
2253,42.6,2731.84,34975.77,3820.32,0,0,1,0
847,45.8,6928.06,14648.61,14043.68,0,0,1,0
13419,42.5,2420.99,37780.36,10435.74,0,0,1,0
7574,35.3,3088.35,15273.79,8257.03,1,0,1,0
10573,41.3,7313.3,2158.39,19076.48,0,1,1,0
2070,42.3,766.1600000000001,43760.48,2422.35,1,0,0,0
5899,47.4,1423.02,3862.63,1795.79,0,0,0,0
14828,41.6,2819.47,6093.64,6228.26,1,0,1,0
2136,51.7,7333.75,1426.42,18990.57,1,1,1,1
7026,38.8,3808.8,63896.21,4434.12,1,1,1,0
14722,48.0,1064.19,1051.7,1481.89,1,1,1,0
14273,46.3,2280.82,10078.03,3194.62,0,0,0,0
13556,47.5,7139.03,3296.12,12308.43,1,1,1,0
3511,36.8,971.95,22139.91,775.8,1,0,1,0
4544,44.5,2780.21,16187.04,12439.5,1,0,1,0
8733,40.5,1654.14,10388.37,8304.16,1,0,1,0
9458,42.9,1440.04,116960.23,1838.72,0,1,1,0
9064,33.9,4044.14,2199.53,8546.4,0,0,1,0
3298,41.6,2326.44,21826.26,5137.83,1,0,1,0
4763,35.4,6258.3,10400.04,12089.49,1,0,1,0
2246,45.3,8306.529999999999,6198.84,23771.4,0,0,1,0
14423,37.6,4864.86,17710.39,3125.21,1,1,1,1
3616,47.7,2241.51,108.56,9833.55,0,0,1,0
4846,46.9,544.16,26466.0,2015.18,0,0,1,0
7607,45.3,10751.25,46172.85,69904.6,1,0,1,0
3145,35.4,3894.92,36994.16,1059.33,1,0,1,0
12378,44.2,1601.23,3188.41,2961.75,0,0,0,0
10508,42.6,1456.09,85959.87,1171.38,0,0,1,0
7210,41.7,4776.51,4313.33,14258.18,0,0,0,0
2082,44.1,4684.56,2083.13,8137.29,0,1,1,0
3514,38.5,6685.89,11284.66,9281.55,1,0,1,0
9766,43.5,1915.92,1666.78,3737.39,0,1,1,0
13020,45.1,745.88,17129.28,1495.71,0,1,1,0
3563,35.4,6250.75,47337.07,9407.86,1,0,0,0
1800,38.8,660.41,4174.73,866.87,0,0,1,1
3720,36.5,2074.09,70764.34,1985.71,1,0,1,1
10433,36.9,11620.67,7645.95,19344.07,0,1,1,0
12391,53.7,5982.29,25724.14,21878.74,1,0,0,0
13582,38.7,6380.44,86972.45,3076.92,0,0,1,0
12494,43.7,3965.49,56493.21,4146.8,1,0,1,1
8539,42.5,5820.42,46964.71,6503.81,1,0,1,0
10424,46.5,7602.23,86288.19,13534.59,1,0,1,0
9060,43.2,3579.06,5009.02,5116.82,0,0,1,0
8529,41.1,3408.48,11903.43,6846.79,0,1,1,0
7777,43.6,1834.6,19300.06,2571.3,0,0,1,0
8429,45.4,533.28,3408.74,860.67,1,0,1,0
11393,37.9,5112.13,970.09,9910.14,1,0,1,0
269,43.3,559.27,29838.11,1655.58,0,0,0,0
10241,38.4,2642.98,35128.92,4465.01,1,0,1,0
9040,40.4,3764.03,22987.03,10158.28,0,0,1,0
1654,42.6,610.42,8982.87,436.11,0,0,1,0
13773,39.4,2497.86,108661.49,5685.54,0,0,1,0
11150,42.2,2245.6,112253.62,5982.46,1,0,1,0
2567,36.7,3086.23,13154.89,3867.73,0,0,1,0
4834,38.5,2207.27,34130.78,7596.72,0,0,1,0
2852,44.8,4191.84,152.12,2870.42,0,1,1,0
11808,43.3,4135.3,7574.84,6501.14,1,0,1,1
8741,38.8,1636.56,53801.86,1169.47,1,0,1,0
10502,45.2,1120.58,37645.4,1109.27,0,1,1,0
8672,44.3,2917.71,7444.18,5933.56,1,0,1,0
679,38.1,870.9,8116.18,2917.81,1,1,0,0
13572,37.1,2837.81,1989.19,10054.77,0,0,1,0
8384,44.0,11039.72,9425.19,23239.68,0,0,1,0
6009,43.1,3839.92,218119.92,8600.72,1,0,1,0
8916,46.6,5579.83,6391.53,7428.02,1,0,1,0
12748,39.1,4476.26,11033.54,9402.7,0,0,1,0
1863,35.5,524.56,22813.28,991.41,0,0,1,0
5163,42.6,3225.51,44970.14,7862.79,0,0,1,1
5936,44.4,8303.15,160489.23,15545.31,0,0,1,0
9501,44.3,5913.58,2212.01,14968.99,0,0,1,0
11962,36.0,1626.39,92636.01,1338.89,1,0,1,0
8220,45.5,3543.4,11102.99,7661.88,1,0,1,1
6906,36.4,1795.71,17085.41,4648.0,0,1,1,0
8227,41.0,7648.96,8439.46,8661.25,0,0,1,0
12902,51.2,5816.16,125.52,6442.75,1,0,1,0
11007,41.9,3312.34,56895.54,5327.44,1,0,1,0
4164,44.1,3668.13,13965.57,3016.21,1,0,1,0
10823,46.4,10300.82,5044.29,28503.13,1,0,1,0
7558,41.7,2621.1,54.05,11264.87,1,0,1,0
989,42.5,1837.55,26023.18,7219.15,1,0,1,0
14336,53.4,4327.889999999999,5979.79,15578.86,0,0,0,0
7662,42.6,1551.4,55220.39,5018.26,1,0,1,0
288,41.9,11400.78,8897.71,22928.59,0,0,1,0
9385,42.0,1137.67,16627.96,3253.89,0,0,1,0
4359,39.4,6285.41,181.31,4033.88,1,0,1,0
6771,40.4,822.3,71740.33,1432.82,0,0,1,1
6344,42.4,3403.13,4631.25,11788.98,1,0,1,1
3133,43.4,1741.87,24005.3,5643.06,0,0,1,0
5340,38.0,699.62,13987.52,1202.36,0,0,1,0
6211,49.4,2141.98,52581.06,8451.45,0,0,1,0
10708,41.9,9166.91,26571.42,21786.28,1,0,1,0
4105,36.5,2046.46,13997.23,2654.64,0,0,1,0
4445,39.4,2785.55,51673.76,11856.63,0,0,1,0
12480,40.0,6661.07,17834.04,8846.94,0,0,1,0
374,52.5,15017.82,6003.5,10856.31,1,0,1,0
8058,42.5,12586.8,35007.29,43210.24,1,0,1,0
3557,43.4,2655.61,141176.63,2425.33,0,0,1,0
677,42.8,1909.38,967.38,4447.39,0,0,1,1
13059,42.5,1835.13,11565.12,3112.96,0,0,1,0
11283,28.6,1271.74,25143.45,374.59,1,0,0,0
1093,40.2,7177.96,60838.73,10020.85,1,0,1,0
14592,45.8,7848.38,35557.14,17449.15,1,0,1,0
6609,39.9,3938.42,40437.47,11367.36,1,0,1,0
5453,36.8,924.69,20.82,2074.47,0,1,1,0
487,41.5,1563.14,3698.1,3479.09,1,1,1,1
6874,40.7,944.65,4068.29,2974.71,0,0,1,0
4369,43.6,1068.73,27011.69,3720.95,0,0,1,1
767,46.2,9784.47,5684.9,17783.08,1,0,1,0
1340,47.3,3725.0,0.86,4188.08,0,1,1,0
3374,38.9,2609.77,726.78,3668.76,0,0,1,0
13861,51.0,5549.89,21822.64,17825.35,0,0,1,0
13713,37.1,6370.43,2687.5,7476.74,1,0,0,0
9225,43.1,1850.1,40828.89,3695.58,0,1,1,0
14443,43.2,7407.62,49929.75,14503.46,1,0,1,0
3320,44.1,8196.83,4402.39,13604.13,0,1,1,0
10898,52.0,5330.87,153503.73,7607.66,1,0,1,0
364,41.8,1906.48,172625.67,2528.76,0,0,1,0
14744,40.4,6001.85,14057.51,10591.05,0,0,1,0
10090,38.9,2013.44,26243.38,6741.7,1,0,1,0
8393,41.4,2120.58,22931.54,5888.21,1,0,1,0
13754,41.2,10729.99,61447.41,15815.03,0,1,1,0
10122,37.1,10259.63,9381.37,18225.65,1,0,1,0
14215,44.7,1159.31,1262.79,2816.19,0,0,1,0
6898,49.1,1673.34,10283.54,1571.35,1,0,1,0
11290,38.5,1970.86,3763.86,5015.7,1,0,1,0
9687,35.9,2090.1400000000003,153379.0,2864.51,1,0,1,0
12510,45.2,2419.86,1009.95,8683.21,1,1,1,0
14572,43.1,7935.48,47139.27,15083.19,0,0,1,0
10582,43.8,613.27,59232.72,738.36,1,0,1,0
10529,42.6,8950.68,695.02,10246.35,1,0,1,0
7436,43.6,5513.49,89375.97,7294.44,0,1,1,0
3347,40.1,6688.37,3976.15,18332.47,0,1,1,0
7387,39.9,3787.06,8962.15,8356.78,0,0,1,0
7538,39.9,3118.36,24261.51,11346.72,0,0,1,0
1272,37.9,2566.07,34924.94,2195.29,1,0,1,1
8065,43.7,3145.99,7631.49,5802.55,0,0,1,0
7571,46.9,7173.06,2236.88,15011.95,1,0,0,0
5556,40.1,2051.57,24098.68,9166.35,1,0,1,0
4,35.3,2787.26,27074.44,14114.86,1,1,1,0
7373,40.5,1059.02,16881.58,1205.95,0,0,1,0
11302,37.3,1130.83,13601.86,1378.86,1,0,1,0
1298,41.5,3313.12,4937.06,3343.04,1,0,1,0
